,zip_code_tabulation_area_(5-digit),sex_by_age__total_population_total,sex_by_age_total_population_total_male,sex_by_age_total_population_total_female,"sex_by_age_(white_alone,_not_hispanic_or_latino)__white_alone,_not_hispanic_or_latino_population_total",sex_by_age_(hispanic_or_latino)__hispanic_or_latino_population_total,race__total_population_total,race_total_population_total_white_alone,race_total_population_total_black_or_african_american_alone,race_total_population_total_asian_alone,sex_of_workers_by_means_of_transportation_to_work__workers_16_years_and_over_total,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_car_truck_or_van,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab),sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_public_transportation_(excluding_taxicab)_subway_or_elevated,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_bicycle,sex_of_workers_by_means_of_transportation_to_work_workers_16_years_and_over_total_walked,aggregate_travel_time_to_work_(in_minutes)_of_workers_by_sex__workers_16_years_and_over_who_did_not_work_at_home_aggregate_travel_time_to_work_(in_minutes),household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)__households_total,employment_status_for_the_population_16_years_and_over_population_16_years_and_over_total_in_labor_force_civilian_labor_force_unemployed,housing_units__housing_units_total,median_gross_rent_by_bedrooms_renter-occupied_housing_units_paying_cash_rent_median_gross_rent_total,median_year_structure_built__housing_units_median_year_structure_built,lower_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_lower_contract_rent_quartile,median_contract_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_contract_rent,upper_contract_rent_quartile_(dollars)__renter-occupied_housing_units_paying_cash_rent_upper_contract_rent_quartile,contract_rent_renter-occupied_housing_units_total_with_cash_rent,median_gross_rent_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent,median_gross_rent_as_a_percentage_of_household_income_in_the_past_12_months_(dollars)__renter-occupied_housing_units_paying_cash_rent_median_gross_rent_as_a_percentage_of_household_income,lower_value_quartile_(dollars)__owner-occupied_housing_units_lower_value_quartile_(dollars),median_value_(dollars)__owner-occupied_housing_units_median_value_(dollars),upper_value_quartile_(dollars)__owner-occupied_housing_units_upper_value_quartile_(dollars),median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_total,median_household_income_the_past_12_months_(in_2018_inflation-adjusted_dollars)_by_tenure_occupied_housing_units_median_household_income_in_the_past_12_months_(in_2018_inflation-adjusted_dollars)_renter_occupied_(dollars),tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.50_or_less_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_0.51_to_1.00_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.01_to_1.50_occupants_per_room,tenure_by_occupants_per_room_occupied_housing_units_total_renter_occupied_1.51_to_2.00_occupants_per_room,tenure_occupied_housing_units_total_renter_occupied
10,10012.0,23411,11579,11832,16332.0,1494.0,23411,17411,651,4055,14604.0,675.0,7464.0,6955.0,690.0,4102.0,24.351165055817788,12041.0,0.03422102990250605,14052,2280.0,0.0,1186.0,2188.0,2917.0,9781,2280.0,25.7,824100.0,1669400.0,2000001.0,109037.0,103516.0,4677,4482,155,486,0.8196993605182293
11,10013.0,28709,14029,14680,15042.0,1728.0,28709,15961,1260,9558,15346.0,971.0,6955.0,6580.0,439.0,4797.0,26.061895830327515,11986.0,0.03541999754027795,14144,1571.0,0.0,768.0,1486.0,2732.0,8634,1571.0,24.9,1524100.0,2000001.0,2000001.0,105442.0,78436.0,3803,4025,409,419,0.7381945603203738
12,10014.0,30738,15513,15225,25787.0,2047.0,30738,27314,336,1766,20338.0,1373.0,10796.0,10197.0,863.0,4229.0,25.963587434094904,18229.0,0.052478537801163114,21531,2313.0,0.0,1217.0,2246.0,3217.0,12079,2313.0,25.1,692700.0,1089100.0,2000001.0,126601.0,111754.0,6380,5647,77,183,0.6756267485874157
13,10016.0,51057,24165,26892,33836.0,3543.0,51057,36727,1929,9858,34235.0,1520.0,13710.0,10493.0,272.0,15277.0,25.35662164260208,28916.0,0.03702363388358433,34638,2550.0,1964.0,1564.0,2460.0,3292.0,20229,2550.0,28.1,538900.0,775800.0,1231600.0,117004.0,106939.0,10720,9024,280,570,0.7123046064462581
14,10017.0,15801,7134,8667,10825.0,932.0,15801,11683,370,3352,10930.0,697.0,4243.0,3332.0,81.0,4754.0,28.06972111553785,9905.0,0.029231995748073347,12650,2309.0,1955.0,1654.0,2261.0,2961.0,5535,2309.0,27.3,430200.0,637300.0,1085900.0,127506.0,109965.0,2712,2519,48,279,0.563856638061585
15,10018.0,9687,5144,4543,4611.0,1471.0,9687,5791,466,2897,6546.0,165.0,2948.0,2520.0,52.0,2813.0,26.354703608247423,5095.0,0.036576550527685416,5940,3163.0,2003.0,1702.0,3093.0,3501.0,4560,3163.0,26.5,559700.0,743600.0,1778800.0,108914.0,106616.0,1830,2489,39,226,0.9093228655544652
16,10019.0,43703,22413,21290,24786.0,7328.0,43703,29663,2553,7596,28653.0,1781.0,12865.0,10758.0,682.0,10313.0,27.117392123610326,25428.0,0.05332548172866163,33077,2139.0,1966.0,1026.0,2087.0,3053.0,19792,2139.0,25.8,547900.0,917700.0,1518200.0,98833.0,89026.0,10408,8764,330,862,0.8008494572911751
17,10020.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
18,10021.0,46215,21010,25205,36643.0,3664.0,46215,38017,420,4333,25695.0,3415.0,11493.0,9399.0,426.0,6710.0,30.049523570712136,24996.0,0.020925478535588182,30729,2149.0,1961.0,1588.0,2053.0,2801.0,13289,2149.0,26.8,689500.0,1238500.0,2000001.0,118289.0,91416.0,7842,5311,359,181,0.5498479756761082
19,10022.0,31125,14113,17012,24521.0,1686.0,31125,26028,448,3801,19573.0,1399.0,7631.0,5963.0,105.0,7482.0,26.175939000282405,18049.0,0.024506667978938045,24206,2514.0,1958.0,1626.0,2391.0,3119.0,8426,2514.0,24.0,615800.0,928400.0,1704200.0,135363.0,115483.0,4593,3815,57,130,0.47620366779322953
20,10023.0,62435,27151,35284,45242.0,6562.0,62435,49795,2610,6637,34818.0,2770.0,19883.0,16438.0,911.0,6111.0,30.394471093158295,33693.0,0.04468479106840933,41492,2321.0,1941.0,1236.0,2252.0,3146.0,19156,2321.0,24.0,704400.0,1124500.0,2000001.0,130452.0,110064.0,10925,7957,213,462,0.5820200041551657
21,10024.0,59001,26607,32394,45305.0,6420.0,59001,49026,2287,4274,33932.0,2160.0,23107.0,20287.0,630.0,2868.0,31.95192529019105,28751.0,0.02600393147992137,34032,2174.0,0.0,1187.0,2031.0,2757.0,16800,2174.0,24.0,790100.0,1540500.0,2000001.0,131668.0,103860.0,9356,7558,142,231,0.6054745921880978
22,10025.0,92805,41890,50915,50675.0,21736.0,92805,59985,11737,8271,46587.0,3764.0,30756.0,27946.0,801.0,5249.0,34.310664605873264,41910.0,0.06681973848069739,48359,1531.0,0.0,796.0,1419.0,2394.0,29166,1531.0,28.2,638500.0,1021400.0,1718000.0,85930.0,63865.0,15573,12964,521,707,0.7133619661178716
23,10026.0,39363,18124,21239,7744.0,8389.0,39363,10410,21023,2308,19310.0,1239.0,15275.0,13651.0,210.0,1206.0,35.850084898942875,15458.0,0.06973877589721708,17091,1163.0,1951.0,544.0,1053.0,1869.0,12883,1163.0,27.2,477300.0,835000.0,1220000.0,58884.0,48718.0,6666,5795,358,253,0.8478457756501487
24,10027.0,64548,29804,34744,16194.0,16427.0,64548,19706,25484,6163,26789.0,2649.0,17512.0,15379.0,444.0,3999.0,33.64155479863755,23811.0,0.05618870009669844,26506,1193.0,1940.0,622.0,1096.0,1806.0,20055,1193.0,30.9,460100.0,689200.0,1103900.0,46113.0,39205.0,10726,8701,745,289,0.8640544286254253
25,10028.0,47793,20516,27277,38688.0,3533.0,47793,41217,604,4607,30326.0,2469.0,18980.0,14883.0,456.0,4765.0,31.667549809241205,25318.0,0.02605204084858832,28983,2329.0,1956.0,1768.0,2265.0,2833.0,16202,2329.0,26.3,744000.0,1218300.0,2000001.0,125140.0,110240.0,8037,7788,122,579,0.655462516786476
26,10029.0,79597,36356,43241,12310.0,38122.0,79597,26896,24699,7534,31643.0,2308.0,22127.0,17950.0,365.0,4994.0,35.66486290295971,31690.0,0.10757621824815501,34108,923.0,1960.0,397.0,867.0,1424.0,29188,923.0,30.5,233100.0,693200.0,1536600.0,34016.0,31250.0,15304,11859,1306,801,0.9321868097191544
27,10030.0,29882,13233,16649,3217.0,7655.0,29882,5038,18842,617,13617.0,1515.0,9919.0,8373.0,54.0,1239.0,38.569497025419146,12736.0,0.12380655226209049,13940,988.0,1948.0,421.0,872.0,1419.0,11072,988.0,31.3,357800.0,606500.0,899600.0,37232.0,32492.0,6023,4281,598,242,0.8845006281407035
28,10031.0,60254,30567,29687,10485.0,30955.0,60254,17917,17982,2380,32650.0,2612.0,25725.0,22849.0,429.0,1753.0,39.903649635036494,21959.0,0.06870271318903638,23802,1365.0,0.0,821.0,1222.0,1856.0,18438,1365.0,32.4,242300.0,417000.0,915800.0,49891.0,44639.0,8717,8748,940,450,0.875495241131199
29,10032.0,64264,32163,32101,9038.0,42594.0,64264,19122,12373,3029,33329.0,3538.0,22367.0,19686.0,727.0,4433.0,37.84580031695721,21222.0,0.08514314575081741,22574,1219.0,0.0,757.0,1097.0,1659.0,19031,1219.0,31.2,253800.0,499600.0,810900.0,50391.0,46633.0,9215,7744,1412,538,0.9179153708415795
30,10033.0,59607,30216,29391,14090.0,40842.0,59607,24141,6195,1316,29082.0,4100.0,19958.0,16891.0,181.0,3014.0,42.01493616867383,19652.0,0.09646640982422346,20794,1412.0,0.0,866.0,1296.0,1775.0,17126,1412.0,29.8,358200.0,495800.0,768500.0,58614.0,55034.0,7837,7501,1487,597,0.89548137594138
31,10034.0,42910,20361,22549,8628.0,29925.0,42910,16463,4965,1319,21186.0,2415.0,14644.0,12833.0,50.0,2221.0,42.846464646464646,16095.0,0.07792426603765637,16650,1330.0,0.0,871.0,1192.0,1534.0,14178,1330.0,29.1,256600.0,342600.0,474800.0,54716.0,52655.0,6784,5511,1501,531,0.9068033550792172
32,10035.0,35743,17697,18046,3638.0,15935.0,35743,7246,14580,1755,13760.0,1466.0,9921.0,8571.0,219.0,1292.0,36.064397985655425,14428.0,0.07698439056791763,15531,866.0,1967.0,299.0,786.0,1417.0,13009,866.0,30.0,371800.0,592800.0,1143800.0,30081.0,26827.0,6885,5318,476,364,0.9174521763238148
33,10036.0,27428,14922,12506,14100.0,5908.0,27428,17319,1978,5218,18858.0,873.0,9009.0,7241.0,588.0,6445.0,27.19552820281181,16183.0,0.04787445371473977,19779,2151.0,1983.0,835.0,2028.0,3093.0,14486,2151.0,28.3,648700.0,976900.0,1492700.0,91936.0,81919.0,6941,7167,84,297,0.9032935796823828
34,10037.0,21139,9399,11740,1247.0,4517.0,21139,2291,15206,528,8534.0,1127.0,5997.0,5391.0,20.0,744.0,37.33600493218249,9731.0,0.1257817228162195,10583,1153.0,1960.0,683.0,1091.0,1622.0,9175,1153.0,28.2,280800.0,422100.0,0.0,45041.0,43089.0,4959,3603,588,85,0.9501592847600452
35,10038.0,22800,10696,12104,10249.0,3218.0,22800,11784,2128,7249,12105.0,805.0,6561.0,6312.0,274.0,3512.0,27.407358738501973,10210.0,0.05677627535341118,11720,2396.0,1963.0,599.0,2263.0,3308.0,7390,2396.0,27.1,501300.0,787400.0,1119700.0,86058.0,80214.0,3096,3875,304,184,0.7324191968658178
36,10039.0,27726,11816,15910,1872.0,9378.0,27726,3625,17158,452,11711.0,1384.0,8892.0,7772.0,137.0,685.0,40.361686982827656,11210.0,0.13518772068890972,11939,931.0,1962.0,514.0,871.0,1259.0,9351,931.0,30.3,240500.0,458900.0,667200.0,39653.0,34009.0,5083,3930,497,181,0.8648528099910794
37,10040.0,44571,20779,23792,9352.0,30968.0,44571,16091,4359,1355,20114.0,2114.0,14309.0,12584.0,64.0,2149.0,42.577049353950436,16181.0,0.10528756957328386,17282,1362.0,0.0,894.0,1229.0,1627.0,14148,1362.0,34.8,250600.0,394500.0,619600.0,47137.0,44855.0,6050,6553,1098,699,0.8962363265558371
38,10044.0,11682,5498,6184,4448.0,1553.0,11682,5320,1420,3963,5317.0,366.0,4407.0,4205.0,30.0,202.0,36.8938223938224,4748.0,0.06218162655893202,5427,2520.0,1980.0,1805.0,2463.0,3016.0,3746,2520.0,28.7,556300.0,692000.0,1092100.0,100441.0,91559.0,1673,1705,119,285,0.8028643639427128
39,10065.0,28109,12248,15861,22684.0,1849.0,28109,24285,619,2666,16409.0,1290.0,7035.0,5703.0,237.0,5562.0,26.581117021276597,14844.0,0.026374010246856077,21156,2472.0,1957.0,1720.0,2404.0,3091.0,9291,2472.0,26.3,654700.0,1548500.0,2000001.0,127375.0,107795.0,5109,3899,299,172,0.6385745082188089
40,10069.0,5085,2354,2731,3123.0,57.0,5085,3155,148,1558,2880.0,90.0,1767.0,1491.0,204.0,443.0,30.396467493423525,2552.0,0.03290799194089993,3402,3123.0,2003.0,1065.0,3068.0,3501.0,1866,3123.0,27.0,1185500.0,2000001.0,2000001.0,110625.0,111823.0,666,1015,88,108,0.7355015673981191
41,10075.0,21556,10096,11460,16362.0,3070.0,21556,18396,677,1047,12436.0,1525.0,6750.0,5422.0,180.0,2137.0,28.728908402203857,11035.0,0.008993950971028335,12599,2280.0,1955.0,1540.0,2172.0,2901.0,5750,2280.0,29.5,618200.0,1050600.0,2000001.0,137146.0,99452.0,3497,1936,515,154,0.552967829632986
42,10103.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
43,10110.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
44,10111.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
45,10112.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
46,10115.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
47,10119.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
48,10128.0,59256,25338,33918,42129.0,7307.0,59256,47167,2182,5844,35234.0,2867.0,22924.0,19413.0,367.0,4034.0,34.62080692533622,30691.0,0.038420233045159215,34790,2198.0,1962.0,1325.0,2117.0,2854.0,20170,2198.0,25.8,617300.0,1022400.0,2000001.0,114010.0,88219.0,10030,9683,411,359,0.6699683946433808
49,10152.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
50,10153.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
51,10154.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
52,10162.0,1584,679,905,1457.0,0.0,1584,1457,0,72,862.0,136.0,369.0,202.0,45.0,169.0,31.63624511082138,741.0,0.0,919,3011.0,1964.0,1907.0,2845.0,3476.0,741,3011.0,16.1,0.0,0.0,0.0,188880.0,188880.0,388,306,47,0,1.0
53,10165.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
54,10167.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
55,10168.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
56,10169.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
57,10170.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
58,10171.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
59,10172.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
60,10173.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
61,10174.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
62,10177.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
63,10199.0,148,47,101,70.0,0.0,148,70,0,78,23.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,55,0.0,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,32,1.0
64,10271.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
65,10278.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
66,10279.0,43,18,25,43.0,0.0,43,43,0,0,43.0,0.0,18.0,18.0,0.0,0.0,0.0,18.0,0.0,18,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0,1.0
67,10280.0,9384,4477,4907,6612.0,826.0,9384,7360,184,1474,6051.0,523.0,2905.0,2579.0,135.0,1782.0,28.75588491717524,4560.0,0.0342042755344418,5234,3332.0,1986.0,2675.0,3174.0,3501.0,3213,3332.0,23.6,603800.0,910500.0,1752600.0,169844.0,166921.0,1565,1466,197,99,0.7296052631578948
68,10282.0,5593,2707,2886,3745.0,424.0,5593,4153,61,1163,2815.0,243.0,1298.0,1248.0,172.0,895.0,26.29622711991035,2231.0,0.031448645031783205,2780,3501.0,2003.0,1781.0,3501.0,3501.0,2039,3501.0,15.5,860800.0,0.0,2000001.0,250001.0,250001.0,598,1297,144,0,0.9139399372478709
69,10301.0,38733,18449,20284,16456.0,9591.0,38733,22280,9668,2351,16351.0,7757.0,6896.0,1017.0,94.0,995.0,44.28224074775799,14489.0,0.04941860465116279,16366,1291.0,1951.0,826.0,1179.0,1452.0,7764,1291.0,32.5,328300.0,454600.0,637900.0,55802.0,34075.0,3813,3393,423,230,0.5453792532265856
70,10302.0,18204,9313,8891,5681.0,7479.0,18204,11286,3754,1335,7626.0,4720.0,2170.0,136.0,0.0,234.0,40.82914572864322,6149.0,0.04202612768055213,6877,1325.0,0.0,889.0,1169.0,1410.0,2408,1325.0,37.9,314800.0,377500.0,463200.0,64103.0,37917.0,1223,1175,123,12,0.4119369003089933
71,10303.0,25947,12810,13137,4581.0,10103.0,25947,11406,9170,2106,10442.0,5742.0,4109.0,312.0,13.0,455.0,47.742512077294684,8156.0,0.043115942028985506,9175,1009.0,1979.0,429.0,920.0,1392.0,3148,1009.0,49.3,262700.0,333200.0,394200.0,62558.0,18353.0,1241,1525,286,136,0.39259440902403137
72,10304.0,41064,20233,20831,15539.0,10363.0,41064,21403,11277,3969,16367.0,8809.0,6495.0,749.0,126.0,286.0,46.59912895284984,14172.0,0.06797099004891213,15972,1034.0,1964.0,348.0,922.0,1359.0,6481,1034.0,38.7,354100.0,471400.0,681000.0,52199.0,22065.0,3072,3143,344,87,0.47495060683036977
73,10305.0,42298,20145,22153,26370.0,6920.0,42298,31174,2770,5509,18274.0,10467.0,6508.0,1110.0,108.0,565.0,43.99194230010706,14663.0,0.06084908024660418,16068,1292.0,1970.0,802.0,1135.0,1477.0,4739,1292.0,28.2,350800.0,440500.0,587900.0,76489.0,49048.0,2573,1850,385,79,0.34044874855077406
74,10306.0,53142,24906,28236,39656.0,7815.0,53142,45560,1775,3141,24576.0,16431.0,6824.0,801.0,3.0,512.0,43.85976599908398,20007.0,0.043641807085556365,21594,1361.0,1967.0,904.0,1207.0,1552.0,5561,1361.0,33.3,377900.0,480900.0,649500.0,79569.0,42685.0,3213,2300,222,70,0.29109811565951915
75,10307.0,15232,7448,7784,13293.0,1399.0,15232,14284,56,418,6538.0,4999.0,1278.0,94.0,0.0,102.0,44.2817033224146,5314.0,0.05225277098027926,5541,1198.0,1987.0,904.0,1034.0,1374.0,1135,1198.0,31.2,504300.0,662600.0,849700.0,80893.0,48750.0,657,531,81,7,0.24012043658261198
76,10308.0,30186,14569,15617,25268.0,2888.0,30186,27810,339,1520,13634.0,9405.0,3563.0,471.0,61.0,171.0,47.317429406037,10648.0,0.06444639600081065,11294,1664.0,1973.0,989.0,1395.0,1879.0,1644,1664.0,24.4,401900.0,494000.0,644500.0,93963.0,72376.0,863,888,62,0,0.17111194590533432
77,10309.0,33531,16842,16689,28515.0,3107.0,33531,30789,293,1206,15839.0,11548.0,3771.0,332.0,15.0,196.0,45.32075955863485,11464.0,0.028791711841946753,11875,1389.0,1990.0,939.0,1271.0,1748.0,1400,1389.0,23.6,428400.0,570200.0,720400.0,103175.0,69255.0,839,741,27,0,0.14157362177250524
78,10310.0,23262,11065,12197,9676.0,7351.0,23262,13731,4844,1459,9838.0,5714.0,3126.0,358.0,23.0,594.0,40.5035706784289,8346.0,0.04700038211692778,9376,1237.0,1946.0,751.0,1104.0,1439.0,3182,1237.0,37.7,350400.0,451500.0,611200.0,72093.0,25721.0,1531,1466,196,24,0.38737119578241075
79,10311.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,
80,10312.0,61741,29882,31859,50629.0,6234.0,61741,56226,793,3364,28178.0,20515.0,6250.0,650.0,0.0,259.0,46.52435888015284,21382.0,0.04599233461089818,22465,1238.0,1979.0,888.0,1091.0,1471.0,2927,1238.0,28.6,402500.0,518000.0,670300.0,95064.0,50823.0,1765,1208,68,82,0.14666541951173884
81,10314.0,90761,43762,46999,56696.0,13726.0,90761,66310,3852,15049,40549.0,27426.0,10915.0,433.0,37.0,960.0,42.50321425870371,31362.0,0.045471409358623566,33268,1401.0,1975.0,922.0,1200.0,1553.0,7490,1401.0,30.2,376800.0,485300.0,640500.0,86742.0,47791.0,4207,3050,520,102,0.256329315732415
82,10451.0,47798,22334,25464,1264.0,28236.0,47798,5972,19379,557,18331.0,3228.0,12356.0,9630.0,11.0,1945.0,40.390840123630234,19123.0,0.08569216625538298,19884,1042.0,1957.0,433.0,957.0,1227.0,16353,1042.0,34.2,23000.0,135600.0,321200.0,28921.0,25955.0,7814,7016,1004,638,0.8698948909689902
83,10452.0,76078,34800,41278,1446.0,51823.0,76078,9592,25249,1107,29714.0,4739.0,20790.0,15732.0,139.0,2563.0,42.236179158414124,26126.0,0.1031263760457948,27121,1139.0,0.0,751.0,1009.0,1241.0,24446,1139.0,40.2,107900.0,238000.0,453200.0,28277.0,27701.0,9645,10980,2631,1467,0.9731302151113833
84,10453.0,79606,36246,43360,941.0,55051.0,79606,6841,25826,1044,29995.0,5955.0,19581.0,13717.0,148.0,2140.0,42.7851184634796,27266.0,0.11956864657125649,28530,1130.0,1942.0,592.0,999.0,1254.0,25502,1130.0,40.1,294100.0,427200.0,608800.0,25275.0,24705.0,10398,11628,2720,1128,0.964351206630969
85,10454.0,38203,18469,19734,888.0,25956.0,38203,5040,12109,184,12896.0,1752.0,9212.0,7851.0,124.0,1232.0,43.18831425187525,13167.0,0.12382506527415144,13942,730.0,1956.0,307.0,691.0,1110.0,12307,730.0,34.7,319300.0,430200.0,521900.0,21149.0,19484.0,5466,5238,1159,438,0.9478241057188426
86,10455.0,42283,20172,22111,563.0,30372.0,42283,5221,12809,542,15455.0,2723.0,10604.0,8501.0,106.0,1220.0,43.95653338691314,14401.0,0.12660601047697823,15066,974.0,1954.0,410.0,863.0,1204.0,12960,974.0,35.3,168300.0,330000.0,486600.0,26801.0,24611.0,5507,6003,1179,325,0.916672453301854
87,10456.0,94218,43844,50374,1133.0,57971.0,94218,10146,40069,809,33403.0,6266.0,22455.0,13887.0,66.0,3094.0,44.05127967645333,30774.0,0.13335840541556976,32349,1019.0,1948.0,465.0,900.0,1189.0,28186,1019.0,33.9,208700.0,345200.0,455800.0,27106.0,25694.0,10654,14171,2353,1427,0.9429388444791057
88,10457.0,74554,35086,39468,1052.0,49630.0,74554,11452,29962,702,26845.0,5435.0,17778.0,12140.0,50.0,1970.0,44.59034923604615,24634.0,0.12087670199050345,25867,1154.0,1940.0,640.0,1019.0,1301.0,22492,1154.0,40.6,119900.0,376600.0,487900.0,27420.0,25427.0,8440,10473,2598,1341,0.9416253957944305
89,10458.0,83960,40415,43545,6995.0,58563.0,83960,14887,16690,2479,33196.0,5654.0,22094.0,14827.0,33.0,3800.0,42.70319620450715,27282.0,0.13197689022858577,29042,1222.0,0.0,829.0,1105.0,1358.0,25492,1222.0,37.2,253200.0,383400.0,516800.0,33932.0,32659.0,9894,11699,2809,1272,0.9611465435085405
